Budget,Total demand,K,Penalty coefficient,Capacity upperbound,Total Setup Cost,Avg Station Distance,Subway Station Count,Subway Avg Capacity,Non-Subway Station Count,Non-Subway Avg Capacity,Bike Utilization,Bike Only Flow,Bike PT Flow,Walk PT Flow,Avg Travel Time by Bike Only Mode,Avg Travel Time by Bike PT Mode,Avg Travel Time by Walk PT  Mode,Demand Satisfaction Rate,Primary Path Usage Rate
4000,2000,2,0.1,10,4000.0,4.8990849568684,3,8.333333333333334,14,2.857142857142857,2.9454545454545453,27.0,129.0,37.0,8.598111430125744,17.94900307342902,9.015637359301284,0.0965,0.9430051813471503
